subprog,AreaCode,AreaName,InstCode,StationCode,YearMonth,DayNumber,SamplingLevel,species,SpatialPool,parncc,ParamName,value,unit,StatusFlag,DataQualityFlag,SamplingLevel2
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PICE ABI,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,2,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PICE ABI,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PICE ABI,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,100,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PLAG CUR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PLAG CUR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,67,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PLAG CUR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,94,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POHL NUT,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POHL NUT,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,50,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POHL NUT,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,13,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POLY FOR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POLY FOR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,33,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,POLY FOR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,56,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PTIL PUL,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PTIL PUL,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,PTIL PUL,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SANI UNC,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SANI UNC,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,100,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SANI UNC,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SORB AUC,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SORB AUC,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,SORB AUC,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,13,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,TETR PEL,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,TETR PEL,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,67,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,TETR PEL,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,19,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,VACC MYR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,3,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,VACC MYR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,7,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,VACC MYR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,88,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,LOPH HEP,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,LOPH HEP,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,17,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,51,199008,NULL,    ,LOPH HEP,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,38,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH HEP,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH HEP,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH HEP,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,31,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,CEPH DIV,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,CEPH DIV,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,CEPH DIV,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DRYO DIL,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DRYO DIL,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,40,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DRYO DIL,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,31,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH PUL,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH PUL,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,50,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH PUL,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,FAGU SYL,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,1,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,FAGU SYL,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,FAGU SYL,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,75,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,HYPN CUP,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,HYPN CUP,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,61,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,HYPN CUP,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,88,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,OXAL ACE,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,OXAL ACE,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,OXAL ACE,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,25,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PARA LON,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,1,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PARA LON,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PARA LON,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,69,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PICE ABI,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PICE ABI,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PICE ABI,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,100,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POHL NUT,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POHL NUT,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,25,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POHL NUT,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,13,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY VER,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY VER,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY VER,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PREN PUR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PREN PUR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PREN PUR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SCAP NEM,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SCAP NEM,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SCAP NEM,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SORB AUC,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SORB AUC,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,SORB AUC,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,19,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR MON,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR MON,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR MON,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,38,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR SCP,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,1,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR SCP,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,DICR SCP,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,31,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH STM,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH STM,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,50,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,EURH STM,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH BID,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH BID,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,LOPH BID,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,6,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,MAJA BIF,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,MAJA BIF,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,MAJA BIF,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,50,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PLAG CUR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PLAG CUR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,38,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,PLAG CUR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,50,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY FOR,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,1,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY FOR,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,25,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,POLY FOR,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,38,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,RACO HET,16,COVE    ,RELATIVE COVERAGE OF SPECIES  ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,RACO HET,16,FERT    ,RELATIVE FERTILITY OF SPECIES ,0,%         ,P ,  ,    
VG,DE01,FORELLENBACH                  ,GR,61,199008,NULL,    ,RACO HET,16,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,19,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,CALL VUL,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,1.6,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,DESC FLE,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,34,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,DICRANUZ,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,37,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,HYLO SPL,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,2.4,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,JUNGERMA,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,20,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,PLAG UNT,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,2.8,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,PLEU SCH,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,38,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,POLYTRIZ,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,0.8,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,SPHAGNUZ,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,5.6,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,VACC MYR,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,73,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,VACC VIT,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,48,%         ,P ,  ,    
VG,NO01,BIRKENES                      ,SK,1,198610,NULL,    ,CLA ORAN,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,1.6,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,ANDR POL,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,12.8,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,BLEC SPI,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,30,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,C CANESC,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,3.2,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,C NIGRA ,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,3.6,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,CALA PUR,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,3.6,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,CALL VUL,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,41,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,CLA GRAC,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,4,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,CLA ORAN,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,20,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,CORN SUE,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,54,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,DESC FLE,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,54,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,DICRANUZ,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,38,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,EMPE HER,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,30,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,HYLO SPL,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,55,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,JUNGERMA,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,53,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,LINN BOR,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,20,%         ,P ,  ,    
VG,NO02,KÅRVATN                       ,SK,1,198907,NULL,    ,MELA PRA,1,FREQ    ,RELATIVE FREQUENCY INDIV.PLOTS,47,%         ,P ,  ,    
